name,nickname,wins,losses,draws,height_cm,weight_kg,reach_in_cm,stance,date_of_birth,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
Lerone Murphy,The Miracle,13,0,1,175.26,65.77,185.42,Orthodox,22/07/1991,3.65,50,2.4,56,1.29,46,46,3.65
Joel Alvarez,El Fenomeno,20,3,0,190.5,70.31,195.58,Orthodox,02/03/1993,3.65,46,3.37,50,0,0,11,3.65
Tyler Hill,,8,2,0,190.5,77.11,,Switch,10/08/1991,3.64,39,5.33,47,0,0,0,3.64
Macy Chiasson,,9,3,0,180.34,61.23,182.88,Orthodox,27/07/1991,3.64,44,2.61,46,2.17,34,64,3.64
Anistavio Medeiros,Gasparzinho,19,10,0,167.64,65.77,,Orthodox,01/05/1988,3.64,44,5,47,0,0,0,3.64
Joe Pyfer,Bodybagz,12,2,0,187.96,83.91,190.5,Orthodox,17/09/1996,3.64,45,2.34,55,2.97,83,50,3.64
Roger Huerta,El Matador,23,9,1,175.26,70.31,177.8,Orthodox,20/05/1983,3.64,36,2.33,56,2.13,46,52,3.64
Ben Askren,Funky,19,2,0,180.34,77.11,185.42,Orthodox,18/07/1984,3.64,49,5.66,36,4.33,55,0,3.64
Galore Bofando,,5,3,0,180.34,77.11,182.88,Switch,22/05/1982,3.63,45,3.63,54,2.37,100,50,3.63
Grigory Popov,,13,3,0,170.18,61.23,172.72,Switch,18/04/1984,3.63,37,4.2,55,0,0,45,3.63
Michael Trizano,The Lone Wolf,11,3,0,180.34,65.77,180.34,Orthodox,31/12/1991,3.63,53,4.4,50,0.36,66,72,3.63
Koya Kanda,Bushido,12,5,0,175.26,65.77,190.5,Southpaw,20/12/1995,3.63,41,2.9,53,2,18,100,3.63
Kelvin Gastelum,,18,8,0,175.26,77.11,180.34,Southpaw,24/10/1991,3.63,41,3.31,58,1,30,62,3.63
Steve Cantwell,The Robot,7,6,0,187.96,83.91,190.5,Orthodox,08/12/1986,3.63,34,5.76,55,0.65,30,80,3.63
Nandor Guelmino,The Hun,11,5,1,190.5,104.33,,,,3.62,56,3.16,33,0,0,42,3.62
Daniel Kelly,,13,4,0,182.88,83.91,177.8,Southpaw,31/10/1977,3.62,38,4.64,61,1.86,34,78,3.62
Alexandru Lungu,,14,4,0,182.88,174.63,,Orthodox,03/09/1974,3.61,66,7.22,40,0,0,0,3.61
Jason Day,Dooms,19,12,0,182.88,83.91,182.88,Orthodox,19/05/1981,3.61,54,3.46,47,1.13,100,0,3.61
Marcos Rogerio de Lima,Pezao,21,10,1,185.42,114.76,190.5,Orthodox,25/06/1985,3.61,56,2.96,51,1.34,47,59,3.61
Andre Petroski,,10,3,0,182.88,83.91,185.42,Switch,12/06/1991,3.61,51,3.03,51,4.48,54,71,3.61
Nick Urso,,10,3,0,167.64,56.7,167.64,Southpaw,26/09/1985,3.61,45,5.06,36,0,0,0,3.61
George Hardwick,King,12,2,0,177.8,70.31,182.88,Orthodox,06/12/1996,3.6,38,4.6,71,0,0,83,3.6
Bibulatov Magomed,Chaborz,14,2,0,165.1,56.7,165.1,Orthodox,22/08/1988,3.6,51,1.83,52,2.85,40,75,3.6
Henrique Shiguemoto,,13,4,1,180.34,83.91,182.88,Orthodox,22/06/1989,3.6,33,6,16,0,0,50,3.6
Jose Quinonez,Teco,9,5,0,172.72,61.23,175.26,Southpaw,28/07/1990,3.6,45,3,64,2.7,47,42,3.6
Don'Tale Mayes,Lord Kong,10,6,0,198.12,117.93,205.74,Orthodox,16/01/1992,3.6,44,3.84,46,0.79,43,60,3.6
Kyoji Horiguchi,,19,2,0,165.1,56.7,167.64,Orthodox,12/10/1990,3.6,45,2.45,62,2,44,55,3.6
Aaron Simpson,A-Train,12,5,0,182.88,77.11,185.42,Orthodox,20/07/1974,3.6,52,2.53,56,3.78,34,83,3.6
Jonathan Santa Maria,,3,4,0,175.26,56.7,,,,3.6,51,2.53,74,0,0,80,3.6
Chase Gormley,,14,6,0,190.5,120.2,,Orthodox,,3.6,42,6.03,44,3.12,42,0,3.6
Shauna Bannon,Mama B,5,1,0,165.1,52.16,165.1,Switch,23/10/1993,3.6,37,3.73,37,0,0,33,3.6
Tim Credeur,,12,4,0,190.5,83.91,190.5,Orthodox,09/07/1977,3.59,30,3.13,57,0.41,100,50,3.59
Ian McCall,Uncle Creepy,13,5,1,165.1,56.7,162.56,Orthodox,07/05/1984,3.59,39,3.25,67,2.08,30,88,3.59
Philipe Lins,Monstro,17,5,0,187.96,92.99,198.12,Orthodox,17/08/1985,3.59,46,3.73,44,1.55,35,100,3.59
Fabricio Werdum,Vai Cavalo,24,9,1,193.04,104.78,195.58,Orthodox,30/07/1977,3.59,52,2.64,55,1.75,31,31,3.59
Thomas Petersen,The Train,8,1,0,185.42,119.75,187.96,Southpaw,30/03/1995,3.59,73,2.45,40,7.34,100,100,3.59
Hector Aldana,,4,3,0,180.34,77.11,182.88,Orthodox,17/08/1988,3.59,38,5.08,59,0.93,100,0,3.59
Keith Berish,Sha Bang Bang,5,1,0,182.88,92.99,,Orthodox,14/11/1985,3.58,36,4.81,62,1.76,40,0,3.58
Sage Northcutt,Super,11,2,0,182.88,77.11,180.34,Orthodox,01/03/1996,3.58,52,1.96,58,1.81,34,41,3.58
Nicolae Negumereanu,,13,2,0,182.88,92.99,198.12,Orthodox,04/09/1994,3.58,41,5.56,39,1.02,28,62,3.58
Sirwan Kakai,Zohan,12,5,0,165.1,61.23,,Orthodox,03/10/1989,3.57,41,4.63,62,4,42,83,3.57
Chris Camozzi,,24,13,0,187.96,83.91,190.5,Orthodox,20/11/1986,3.57,44,2.96,56,0.27,19,57,3.57
Corey Hill,,6,9,0,193.04,70.31,203.2,Orthodox,03/10/1978,3.57,46,1.61,70,3.02,80,100,3.57
Jose Aldo,,31,8,0,170.18,61.23,177.8,Orthodox,09/09/1986,3.57,46,3.74,60,0.49,54,91,3.57
Mauricio Rua,Shogun,27,14,1,185.42,92.99,193.04,Orthodox,25/11/1981,3.57,50,2.79,54,2.01,48,49,3.57
Justin Scoggins,,11,5,0,170.18,56.7,167.64,Southpaw,02/05/1992,3.56,51,2.16,55,3.42,63,82,3.56
Garreth McLellan,Soldier Boy,13,6,0,185.42,83.91,182.88,Southpaw,01/09/1982,3.56,54,2.94,45,1.15,22,34,3.56
Michelle Waterson-Gomez,The Karate Hottie,18,12,0,160.02,52.16,157.48,Orthodox,06/01/1986,3.56,46,4.19,49,1.42,32,70,3.56
Vinc Pichel,From Hell,14,3,0,177.8,70.31,182.88,Orthodox,23/11/1982,3.56,47,2.5,58,3,54,23,3.56
Mark Madsen,The Olympian,12,2,0,172.72,70.31,182.88,Orthodox,23/09/1984,3.56,49,3.97,52,2.86,66,62,3.56
Neil Seery,2Tap,16,13,0,162.56,56.7,162.56,Orthodox,30/08/1979,3.56,41,3.79,58,0.78,27,53,3.56
John Allan,,13,7,0,185.42,92.99,190.5,Orthodox,22/02/1993,3.56,42,5.74,52,1.4,71,50,3.56
Nicholas Musoke,Nico,13,5,0,182.88,77.11,190.5,Orthodox,05/04/1986,3.56,35,3.8,57,1.16,19,82,3.56
Magomed Ankalaev,,18,1,1,190.5,92.99,190.5,Orthodox,02/06/1992,3.56,52,2.2,58,1.07,31,86,3.56
Angga,The Hitman,13,3,0,170.18,65.77,172.72,Orthodox,13/01/1989,3.56,38,3.77,53,0,0,33,3.56
Curtis Blaydes,Razor,17,4,0,193.04,120.2,203.2,Orthodox,18/02/1991,3.56,49,1.89,59,5.93,53,33,3.56
Eryk Anders,Ya Boi,15,8,0,185.42,83.91,190.5,Southpaw,21/04/1987,3.56,47,4.39,50,1.54,24,79,3.56
Dongi Yang,The Ox,13,3,0,177.8,83.91,185.42,Southpaw,07/12/1984,3.55,51,3.21,63,1.7,41,61,3.55
Marcin Tybura,Tybur,24,8,0,190.5,112.94,198.12,Orthodox,09/11/1985,3.55,48,3.35,55,1.39,33,79,3.55
Khadis Ibragimov,,8,4,0,190.5,92.99,198.12,Orthodox,21/05/1995,3.55,49,4.26,47,0.97,30,80,3.55
Matt Mitrione,,12,5,0,190.5,120.2,208.28,Switch,15/07/1978,3.55,50,2.79,64,0,0,55,3.55
Said Nurmagomedov,,18,3,0,172.72,61.23,177.8,Orthodox,05/04/1992,3.55,47,2.13,57,1.01,16,66,3.55
Amanda Cooper,ABC,3,5,0,160.02,52.16,162.56,Switch,22/10/1991,3.55,44,3.2,51,1.53,38,28,3.55
Anthony Torres,The Crush,5,3,0,172.72,77.11,,Orthodox,31/07/1978,3.54,48,7.52,45,0,0,100,3.54
Amanda Lemos,,13,3,1,162.56,52.16,165.1,Southpaw,22/05/1987,3.54,55,4.66,42,0.82,55,55,3.54
Ryan Couture,,11,5,0,177.8,70.31,185.42,Orthodox,27/08/1982,3.54,45,2.87,54,1.55,29,46,3.54
Charles Oliveira,Do Bronxs,34,9,0,177.8,70.31,187.96,Orthodox,17/10/1989,3.54,53,3.19,51,2.32,40,55,3.54
Jesse Ronson,The Body Snatcher,21,12,0,177.8,70.31,177.8,Southpaw,24/12/1985,3.54,47,3.39,57,0.46,28,57,3.54
Harry Hunsucker,The Hurricane,7,6,0,187.96,92.99,190.5,Orthodox,03/01/1989,3.54,52,6.53,42,0,0,0,3.54
Austin Springer,,12,4,0,172.72,65.77,180.34,Orthodox,12/05/1987,3.54,57,3.15,41,3.37,40,100,3.54
Serghei Spivac,Polar Bear,16,4,0,190.5,117.93,198.12,Orthodox,24/01/1995,3.54,49,3.79,49,4.56,64,70,3.54
Jasmine Jasudavicius,,9,3,0,170.18,56.7,172.72,Orthodox,01/03/1989,3.54,40,4.41,51,2.17,37,80,3.54
George Sullivan,The Silencer,17,7,0,182.88,77.11,185.42,Orthodox,13/03/1981,3.53,39,2.42,57,1.37,20,38,3.53
Tiffany Masters,Rainbow Renegade,2,1,0,160.02,52.16,165.1,Orthodox,31/07/1994,3.53,62,2.58,50,3.06,60,0,3.53
Tebaris Gordon,Boom,3,1,0,185.42,120.2,,Orthodox,19/07/1988,3.53,16,49.41,22,0,0,0,3.53
Tom Gallicchio,Da Tank,19,10,0,177.8,77.11,,Southpaw,23/09/1986,3.53,26,7.07,43,1,11,0,3.53
Nick Newell,Notorious,14,2,0,177.8,70.31,,Southpaw,17/03/1986,3.53,46,4.07,36,0,0,33,3.53
JunYoung Hong,Drunken Red,11,7,1,172.72,65.77,175.26,Orthodox,18/12/1990,3.53,39,3.27,54,0,0,40,3.53
Brianna Fortino,The Bull,9,3,0,152.4,52.16,157.48,Southpaw,04/08/1993,3.53,41,3.23,57,2.5,45,66,3.53
Brock Lesnar,,5,3,0,190.5,120.2,205.74,Orthodox,12/07/1977,3.53,72,2.11,50,3.9,55,60,3.53
Jorge Ortiz,The Naked Man,18,9,1,182.88,83.91,,Orthodox,,3.53,58,2.8,73,0,0,0,3.53
Lorenz Larkin,The Monsoon,18,6,0,180.34,77.11,182.88,Orthodox,03/09/1986,3.53,46,2.74,63,0.27,42,79,3.53
Jessin Ayari,,16,6,0,182.88,70.31,185.42,Orthodox,31/05/1992,3.53,37,3.59,58,0,0,50,3.53
Brandon Hester,The Beast,3,0,0,185.42,92.99,,,,3.53,53,0.4,68,4,80,0,3.53
Yui Chul Nam,The Korean Bulldozer,18,8,1,175.26,65.77,,Orthodox,16/07/1981,3.53,51,2,48,1.33,16,57,3.53
Gabriel Miranda,Fly,17,6,0,180.34,65.77,180.34,Orthodox,25/03/1990,3.52,51,6.88,39,4.8,40,0,3.52
Rafael Dos Anjos,,32,15,0,172.72,77.11,177.8,Southpaw,26/10/1984,3.52,47,3.19,60,2.01,35,56,3.52
Shimon Smotritsky,The Assassin,8,2,0,187.96,77.11,187.96,Orthodox,22/08/2000,3.52,34,8.67,56,3.52,33,50,3.52
Troy Mandaloniz,Rude Boy,3,2,0,175.26,77.11,,Orthodox,01/02/1980,3.52,56,4.71,63,3.1,66,57,3.52
Melvin Manhoef,No Mercy,30,14,1,175.26,83.91,,Orthodox,11/05/1976,3.52,48,2.64,51,0.33,25,78,3.52
Daniel Acacio,,30,18,0,172.72,81.65,,Orthodox,27/12/1977,3.52,36,2.85,62,0.33,20,81,3.52
Nick Ring,The Promise,14,4,0,182.88,83.91,187.96,Southpaw,10/02/1979,3.52,42,3.48,62,1.36,36,52,3.52
Joseph Benavidez,,28,8,0,162.56,56.7,165.1,Southpaw,31/07/1984,3.52,34,2.67,61,1.41,30,62,3.52
Artem Lobov,The Russian Hammer,13,15,1,175.26,65.77,165.1,Southpaw,11/08/1986,3.52,41,4.82,50,0.39,25,52,3.52
Brad Scott,Bear,11,6,0,185.42,77.11,193.04,Orthodox,24/06/1989,3.52,41,4.31,57,0.32,15,63,3.52
Chad Anheliger,The Monster,12,6,0,167.64,61.23,162.56,Orthodox,01/12/1986,3.51,43,3.31,55,0,0,47,3.51
HyunSung Park,Peace of Mind,8,0,0,170.18,56.7,167.64,Orthodox,04/11/1995,3.51,48,2.62,59,2.23,30,100,3.51
Derek Brunson,The One,23,9,0,185.42,83.91,195.58,Southpaw,04/01/1984,3.51,47,3.05,51,3.14,33,85,3.51
Qiu Lun,Tibetan Knight,16,9,0,172.72,56.7,167.64,Southpaw,08/07/1997,3.51,46,1.78,67,0.67,18,68,3.51
Andy Enz,Tank Mode,10,4,0,190.5,83.91,198.12,Orthodox,15/08/1991,3.51,23,5.32,57,0,0,58,3.51
Anatoly Tokov,,25,2,0,177.8,83.91,,,,3.51,72,0.54,66,2.03,100,100,3.51
Ben Nguyen,Ten,16,8,0,165.1,56.7,165.1,Switch,03/08/1988,3.51,40,3.01,59,0.25,33,63,3.51
Christian Rodriguez,,10,1,0,170.18,61.23,180.34,Orthodox,17/12/1997,3.51,46,2.46,58,1.4,54,70,3.51
Mike Easton,The Hulk,13,6,0,167.64,61.23,177.8,Southpaw,25/01/1984,3.51,37,4.28,61,0.75,22,66,3.51
Miles Johns,Chapo,14,2,0,170.18,61.23,167.64,Orthodox,30/03/1994,3.51,48,2.75,68,1.03,21,85,3.51
Carlton Minus,Clutch,10,3,0,177.8,77.11,190.5,Orthodox,26/04/1993,3.5,40,4.97,50,0,0,58,3.5
John Doyle,The Iron Bull,11,22,0,180.34,92.99,,Orthodox,21/11/1976,3.5,44,10.51,27,0,0,0,3.5
Devin Cole,,20,10,1,193.04,108.86,,Orthodox,01/10/1976,3.5,55,2.14,48,2.18,42,66,3.5
Rodrigo Damm,,13,9,0,170.18,70.31,180.34,Orthodox,03/02/1980,3.5,36,5.61,57,0.44,16,80,3.5
Jiniushiyue,Little King Kong,13,2,0,172.72,56.7,175.26,Southpaw,09/12/2000,3.49,39,1.66,67,1.66,66,100,3.49
Aaron Brink,,26,26,0,190.5,92.99,,Orthodox,12/11/1974,3.49,42,5.71,57,0,0,0,3.49
Bryce Mejia,,3,1,0,185.42,77.11,,,,3.49,62,6.98,50,0,0,0,3.49
Ludovit Klein,Mr. Highlight,20,4,1,170.18,70.31,182.88,Southpaw,22/02/1995,3.49,54,3.53,53,1.52,45,83,3.49
Tony Fryklund,The Freak,14,9,1,182.88,83.91,,Orthodox,26/03/1971,3.49,39,6.5,43,0,0,66,3.49
Da Woon Jung,Sseda,15,5,1,193.04,92.99,198.12,Orthodox,07/12/1993,3.49,43,3.89,51,1.9,50,77,3.49
Johny Hendricks,Bigg Rigg,18,8,0,175.26,83.91,175.26,Southpaw,12/09/1983,3.49,45,3.99,53,3.83,46,63,3.49
Mackenzie Dern,,13,4,0,162.56,52.16,160.02,Orthodox,24/03/1993,3.49,40,4.21,51,0.77,14,40,3.49
Alan Omer,,20,5,0,177.8,65.77,,Orthodox,14/09/1988,3.49,55,2.21,64,1.69,42,66,3.49
SeungWoo Choi,Sting,11,6,0,182.88,65.77,187.96,Orthodox,03/11/1992,3.48,38,3.02,47,0.87,54,69,3.48
Vanessa Melo,,11,8,0,165.1,61.23,165.1,Orthodox,27/03/1988,3.48,30,6.13,59,0,0,71,3.48
David Dvorak,Undertaker,20,6,0,165.1,56.7,172.72,Orthodox,05/06/1992,3.48,43,3.29,59,0.58,30,70,3.48
Melissa Dixon,No Mess,6,0,0,170.18,61.23,172.72,Orthodox,23/07/1991,3.47,54,3.2,55,0,0,75,3.47
Nikolay Veretennikov,,9,4,0,185.42,77.11,187.96,Orthodox,22/12/1989,3.47,65,3.53,56,0,0,50,3.47
Vaughan Lee,,14,13,1,167.64,56.7,167.64,Orthodox,15/10/1982,3.47,47,2.07,70,0.81,33,72,3.47
Jimy Hettes,The Kid,11,3,0,175.26,65.77,180.34,Southpaw,09/06/1987,3.47,57,3.5,57,5.2,44,61,3.47
Yasuhiro Urushitani,,21,8,6,165.1,56.7,,Southpaw,08/09/1976,3.47,39,4.71,65,0,0,80,3.47
Jonathan Meunier,District,8,1,0,190.5,77.11,,Switch,04/08/1987,3.47,50,1.43,69,0.58,33,58,3.47
Henry Briones,Bure,16,8,1,172.72,61.23,175.26,Orthodox,22/10/1980,3.47,42,4.68,53,0,0,52,3.47
Marcin Wrzosek,The Polish Zombie,12,4,0,175.26,70.31,,,,3.47,43,4.07,43,3,25,33,3.47
Kyle Nelson,The Monster,15,5,1,180.34,65.77,180.34,Switch,20/04/1991,3.46,44,4.56,52,1.15,20,73,3.46
Francisco Prado,,12,1,0,177.8,70.31,175.26,Orthodox,16/06/2002,3.46,50,3.83,46,0,0,25,3.46
Edmen Shahbazyan,The Golden Boy,12,4,0,187.96,83.91,190.5,Orthodox,20/11/1997,3.46,51,4.13,43,2.17,39,63,3.46
Augusto Montano,Dodger,15,3,0,185.42,77.11,185.42,Orthodox,25/10/1984,3.46,46,2.66,56,0,0,66,3.46
Piera Rodriguez,La Fiera,9,1,0,160.02,52.16,160.02,Orthodox,11/11/1992,3.46,46,2.98,57,3.31,41,66,3.46
Chris Beal,Real Deal,10,5,0,170.18,56.7,175.26,Orthodox,06/08/1985,3.45,35,3.18,61,1.6,58,78,3.45
Aaron Riley,,30,14,1,172.72,70.31,175.26,Southpaw,09/12/1980,3.45,34,3.78,61,1.18,34,60,3.45
Jose Henrique,Canela,5,1,0,190.5,77.11,200.66,Orthodox,23/05/2002,3.45,43,5.79,38,0,0,0,3.45
Neil Magny,The Haitian Sensation,28,12,0,190.5,77.11,203.2,Orthodox,03/08/1987,3.45,46,2.4,53,2.22,40,55,3.45
Eddie Sanchez,The Manic Hispanic,15,8,0,187.96,104.33,187.96,Orthodox,04/11/1982,3.45,43,3.3,43,1.13,26,42,3.45
Jordan Johnson,,10,0,0,187.96,92.99,200.66,Orthodox,18/11/1988,3.45,47,2.64,53,3.25,42,100,3.45
Kevin Gray,Pocket Herc,9,4,0,162.56,56.7,170.18,Orthodox,03/05/1985,3.45,62,4.48,66,0,0,0,3.45
Alejandro Perez,Turbo,23,9,1,167.64,61.23,170.18,Orthodox,02/09/1989,3.45,35,3.18,61,0.54,22,70,3.45
Brandon Royval,Raw Dawg,15,6,0,175.26,56.7,172.72,Southpaw,16/08/1992,3.45,38,2.63,50,0.66,100,39,3.45
Mike Santiago,,19,12,0,177.8,65.77,175.26,Orthodox,28/07/1989,3.44,49,3.58,36,2.66,50,53,3.44
Yoel Romero,Soldier of God,13,5,0,182.88,83.91,185.42,Southpaw,30/04/1977,3.44,49,3.05,60,1.57,30,78,3.44
Gilbert Melendez,El Nino,22,8,0,175.26,65.77,185.42,Orthodox,12/04/1982,3.44,33,2.53,63,1.64,41,71,3.44
Darren Elkins,The Damage,28,11,0,177.8,65.77,180.34,Orthodox,16/05/1984,3.44,38,3.27,52,2.85,35,56,3.44
Guido Cannetti,Ninja,10,8,0,167.64,61.23,172.72,Southpaw,19/12/1979,3.44,55,2.84,51,2.27,55,64,3.44
Nik Lentz,The Carny,30,12,2,172.72,65.77,172.72,Orthodox,13/08/1984,3.44,47,3.25,50,3.3,32,43,3.44
Bruno Oliveira,,8,2,0,193.04,92.99,203.2,Orthodox,02/05/1984,3.44,33,4.92,54,0,0,0,3.44
Jake Lindsey,The Librarian,12,7,0,180.34,70.31,,Switch,21/06/1986,3.44,52,4.01,46,0.65,33,50,3.44
Vanessa Demopoulos,Lil Monster,10,5,0,157.48,52.16,149.86,Orthodox,22/09/1988,3.44,43,5.06,43,0.49,13,30,3.44
Bruna Brasil,,9,3,1,167.64,52.16,165.1,Orthodox,07/09/1993,3.44,68,3.94,53,1.86,66,53,3.44
Karen Darabedyan,,13,6,0,170.18,70.31,172.72,Orthodox,18/12/1986,3.43,51,2.62,67,2.14,75,0,3.43
Justin Wren,The Viking,13,2,0,187.96,120.2,,Orthodox,27/04/1987,3.43,35,2.07,64,0,0,100,3.43
George Roop,,15,13,1,185.42,61.23,182.88,Orthodox,10/11/1981,3.43,34,2.47,60,1.05,57,59,3.43
Charles Byrd,Kid Dynamite,10,7,0,177.8,83.91,185.42,Orthodox,11/10/1983,3.43,55,2.63,55,2.5,50,40,3.43
Demetrious Johnson,Mighty Mouse,27,3,1,160.02,56.7,167.64,Orthodox,13/08/1986,3.43,54,1.66,67,3.35,56,65,3.43
Timothy Johnson,,12,4,0,190.5,120.2,195.58,Southpaw,13/03/1985,3.43,45,3.08,44,1.09,24,69,3.43
Jimi Manuwa,Poster Boy,17,6,0,185.42,92.99,200.66,Orthodox,18/02/1980,3.43,54,3.97,49,0.53,18,70,3.43
Andy Wang,,7,8,1,167.64,70.31,,Orthodox,28/05/1977,3.43,36,10.29,62,0,0,0,3.43
Jaqueline Amorim,,7,1,0,160.02,52.16,172.72,Orthodox,24/06/1995,3.42,52,1.81,62,1.57,23,0,3.42
Herschel Walker,,2,0,0,185.42,97.52,,Orthodox,03/03/1962,3.42,67,0.45,46,1.94,100,100,3.42
Marcus McGhee,The Maniac,8,1,0,172.72,61.23,175.26,Orthodox,07/05/1990,3.42,48,1.81,77,0,0,100,3.42
Don Shainis,Shameless,12,5,0,167.64,65.77,170.18,Orthodox,16/09/1990,3.42,50,5.87,31,0.97,25,20,3.42
Bobby Nash,,8,4,0,182.88,77.11,187.96,Orthodox,26/03/1990,3.42,37,3.95,51,2.37,33,100,3.42
Jake Hadley,White Kong,10,2,0,170.18,56.7,177.8,Southpaw,03/08/1996,3.42,44,3.2,60,0.32,25,35,3.42
Omar Morales,Venezuelan Fighter,11,4,0,180.34,70.31,185.42,Orthodox,17/10/1985,3.42,40,3.18,58,0.46,100,63,3.42
Ashley Yoder,SpiderMonkey,8,9,0,170.18,52.16,175.26,Southpaw,20/10/1987,3.42,39,4.13,47,1.09,27,66,3.42
Trey Ogden,Samurai Ghost,16,6,0,180.34,70.31,182.88,Orthodox,14/11/1989,3.42,41,4.89,54,0.67,14,100,3.42
Justin Salas,J-Bomb,12,7,0,172.72,70.31,177.8,Southpaw,13/03/1982,3.42,43,2.96,68,2.43,20,0,3.42
Ryan Spann,Superman,21,9,0,195.58,92.99,200.66,Orthodox,24/08/1991,3.42,40,3.91,45,1.29,35,47,3.42
Eduardo Garagorri,,13,2,0,175.26,65.77,177.8,Orthodox,28/05/1989,3.42,51,2.36,58,0.48,100,61,3.42
Bobby Moffett,The Wolfman,13,5,0,177.8,65.77,185.42,Orthodox,01/06/1990,3.41,39,3.15,61,2.74,66,66,3.41
Ivan Jorge,Batman,27,7,0,175.26,70.31,185.42,Orthodox,07/11/1980,3.41,49,2.91,59,1.56,16,75,3.41
Jan Blachowicz,,29,10,1,187.96,92.99,198.12,Orthodox,24/02/1983,3.41,50,2.91,53,1.09,50,68,3.41
Elvis Mutapcic,The King,15,6,1,182.88,83.91,182.88,Orthodox,19/07/1986,3.41,40,4.27,38,0,0,81,3.41
Katsuya Inoue,,19,9,4,175.26,76.2,,Southpaw,10/08/1979,3.41,24,12.89,51,0,0,66,3.41
Sergey Khandozhko,Honda,28,6,1,185.42,77.11,187.96,Orthodox,19/05/1992,3.41,41,2.37,60,0.76,28,61,3.41
Samandar Murodov,,8,0,0,185.42,77.11,190.5,Orthodox,28/08/1999,3.41,80,0.8,0,3.01,100,0,3.41
Norma Dumont,The Immortal,10,2,0,170.18,65.77,170.18,Orthodox,01/10/1990,3.41,49,1.99,66,1.39,64,72,3.41
Tim Elliott,,20,13,1,170.18,56.7,167.64,Southpaw,24/12/1986,3.41,44,2.67,56,3.73,47,59,3.41
Eddy Ellis,Fast,21,16,1,175.26,77.11,,Orthodox,,3.4,69,1.53,68,4,66,50,3.4
John Hathaway,The Hitman,17,2,0,185.42,77.11,190.5,Orthodox,23/07/1987,3.4,40,1.8,62,2.61,43,60,3.4
Patrick Murphy,,5,3,0,182.88,77.11,,,,3.4,66,0.8,42,0,0,50,3.4
Antoni Hardonk,,8,6,0,193.04,111.13,198.12,Orthodox,05/02/1976,3.4,61,3.07,46,0,0,40,3.4
Eddie Wineland,,24,16,1,170.18,61.23,175.26,Orthodox,26/06/1984,3.4,29,3.76,68,0.34,33,86,3.4
Nikolas Motta,Iron,13,5,0,175.26,70.31,177.8,Orthodox,08/02/1993,3.4,34,4.71,58,0,0,100,3.4
Andrew Martinez,Mickey D,9,6,0,175.26,97.52,,,,3.4,31,2.3,47,1.5,50,0,3.4
Tyler Diamond,,9,1,0,170.18,65.77,175.26,Orthodox,18/03/1991,3.4,47,2.53,44,3,75,70,3.4
Gleristone Santos,Toninho Furia,33,7,0,175.26,65.77,,,,3.4,31,4.4,64,0,0,75,3.4
Yoshihiro Takayama,,1,4,0,195.58,127.01,,Orthodox,19/09/1968,3.4,54,5.69,29,0.67,33,55,3.4
Taila Santos,,19,3,0,167.64,56.7,172.72,Orthodox,22/06/1993,3.39,48,2.64,58,2,76,86,3.39
Mac Danzig,,21,12,1,172.72,70.31,177.8,Orthodox,02/01/1980,3.39,48,3.44,57,1.2,37,46,3.39
Linton Vassell,The Swarm,18,5,0,193.04,92.99,,,,3.39,37,2.13,54,2.46,50,50,3.39
Joe Proctor,,11,5,0,177.8,70.31,182.88,Orthodox,10/08/1985,3.39,36,3.93,59,0,0,70,3.39
Jarjis Danho,Man Mountain,7,1,1,190.5,120.2,187.96,Orthodox,15/10/1983,3.38,50,5.25,49,0.51,16,100,3.38
Brad Tavares,,20,9,0,185.42,83.91,187.96,Orthodox,21/12/1987,3.38,43,3.03,56,0.81,26,82,3.38
Krzysztof Soszynski,The Polish Experiment,26,12,1,185.42,92.99,195.58,Open Stance,02/08/1977,3.37,39,3.13,58,0.52,25,71,3.37
Justin Willis,Big Pretty,8,2,0,185.42,119.75,198.12,Southpaw,19/07/1987,3.37,59,2.57,57,0.96,66,36,3.37
Abdul Razak Alhassan,,12,6,0,177.8,83.91,185.42,Orthodox,11/08/1985,3.37,48,3.99,55,0.89,38,50,3.37
Drako Rodriguez,,7,3,0,172.72,61.23,175.26,Orthodox,16/06/1996,3.37,36,4.4,58,2.93,66,75,3.37
Jorge Gurgel,,14,10,0,170.18,70.31,175.26,Orthodox,25/01/1977,3.37,32,3.62,62,0.81,23,60,3.37
Muhammad Naimov,Hillman,10,2,0,175.26,65.77,177.8,Orthodox,07/08/1994,3.37,46,4.66,41,1.58,28,57,3.37
TJ Brown,Downtown,17,11,0,175.26,65.77,182.88,Switch,22/05/1990,3.37,44,2.89,49,3.41,57,36,3.37
Scott Jorgensen,Young Guns,15,12,0,165.1,61.23,167.64,Orthodox,17/09/1982,3.37,40,3.41,65,2.61,45,59,3.37
Marlon Moraes,Magic,23,10,1,167.64,61.23,170.18,Orthodox,26/04/1988,3.37,40,4.53,54,0.87,41,46,3.37
Takeya Mizugaki,,21,11,2,170.18,61.23,175.26,Orthodox,16/12/1983,3.37,37,3.27,57,1.46,57,70,3.37
Mark Eddiva,,6,3,0,172.72,65.77,172.72,Orthodox,16/02/1986,3.37,45,2.98,54,1.45,22,63,3.37
